x;y;SNR
40.2388332696162;4.26598559350487;10.1751311461421
98.2835201393951;37.8186137050219;3.82591310201806
40.2183985222485;70.4339624483368;7.65750806514955
62.0671947199578;72.9513045504647;4.97996306797111
15.4369805479272;22.4277070664514;11.7290074470214
38.1345204444472;26.9054731773365;9.47640576894729
16.1133971849361;67.3031165004119;9.90041819030316
75.8112431327419;47.7492197726861;7.61809541309528
87.1111121915389;62.3716412667443;5.98942826796891
35.0776744885893;23.6444932640910;8.54297865010166
68.5535708747537;17.7123754498317;9.83768685809421
29.4148633767850;82.9643385697585;8.72436542987181
53.0629303856886;76.6921667935265;4.67873625443701
83.2423386285184;93.4478273118270;1.98340823886834
59.7490191872579;10.7888905084364;8.45264779574970
33.5311330705246;18.2227505601056;9.93421127824451
29.9225023333107;9.90952824224585;9.02450399930734
45.2592541569324;48.9763801923447;9.09280399289215
42.2645653220462;19.3245330468870;10.1956178102306
35.9606317972236;89.5891573792568;6.64605673860863
55.8319199869297;9.90896496818145;9.15234603221593
74.2545365701939;4.41655717626611;7.06421428711960
42.4334783625691;55.7295155804762;8.68288359298809
42.9355788576205;77.2495067187624;6.71775310284704
12.4872758719813;31.1940057496269;8.56923321258811
2.44340160503740;17.8982479314335;9.92019403250333
29.0185265130727;33.8955678247718;9.43496525168861
31.7520582899226;21.0145637043552;9.97128866790189
65.3690133966475;51.0152519765250;8.71182247809624
95.6935924070684;90.6364323265215;1.41734633631548
93.5730872784881;62.8923938652318;5.57322082124581
45.7886333854367;10.1533888812312;8.85802474871196
24.0478396832085;39.0854752726355;8.74884549138874
76.3897944286478;5.46166152236576;8.10832918435166
75.9327383131096;50.1282913203215;8.37022584191257
74.0648064978614;43.1721171884247;8.78345103371749
74.3688341487326;99.7560349512189;2.16869952008829
10.5920416732765;81.1602580995323;7.20985494810055
68.1560430470316;48.5651669898018;6.13478688591140
46.3260578593719;89.4447755567393;6.58363766671118
21.2163205254934;13.7546594767065;9.95818359082330
9.85187376881084;39.0004914445285;8.56185569456131
82.3574473927839;92.7356224998125;2.03398155463868
17.5009737382080;91.7493832416117;4.91104539082569
16.3569909784993;71.3574011594316;8.86057431202178
66.5987216411111;61.8337383621940;6.82383510644877
89.4389375354243;34.3287890241345;8.11428495138690
51.6558208351270;93.6027326689770;3.75272416689135
70.2702306950475;12.4774040660493;9.51640061269278
15.3590376619400;73.0585361505707;8.47928419638152
95.3457069886248;64.6477432425814;3.96793419723768
54.0884081241477;83.3151985669295;6.79621107779715
67.9733898210467;39.8282228218775;9.23757832972860
3.65630180484529;74.9822209360636;7.23661989159720
80.9203851293793;83.5220510478131;5.02790134159714
74.8618871776197;32.2460397362259;6.62371413149004
12.0187017987081;55.2261616858355;8.20371504278857
52.5045164762609;97.9129132433892;3.84181553476829
32.5833628763249;54.9308533018303;9.69437897706406
54.6449439903069;33.0423609606603;7.88841846728629
39.8880752383199;61.9471555177780;8.73485950643863
41.5093386613047;36.0636571002203;9.74684039810280
18.0737760254794;75.6509543501944;8.27192874656802
25.5386740488051;41.3900748690190;10.0944132437868
2.05357746581846;49.2345104384938;8.34852288150289
92.3675612620407;69.4743233132610;4.83177569056002
65.3699889008253;97.2733885079784;3.67450476830958
93.2613572048564;32.7754960493407;6.86611919283782
16.3512368527526;83.7803183078576;6.52855417012637
92.1097255892198;73.9072227273528;3.46398191847341
79.4657885388753;95.4174456379543;3.21886514535284
57.7394196706649;3.19226295039784;10.2406318859899
44.0035595760254;35.6868986182542;9.18822235819093
25.7613736712438;66.2653834287215;6.70896318100160
75.1946393867450;28.1501559148491;6.83273927522829
22.8669482105501;23.0383067317464;10.0818196929902
6.41870873918986;71.1128551180325;9.33814938435853
76.7329510776575;62.4572916993309;6.58913767500700
67.1202185356536;59.0608652919636;6.52879268854783
71.5212514785840;66.0437966312602;8.55401805196626
64.2060828433852;4.75546731138661;9.00488571651332
41.9048293624883;34.8784808510059;10.2172564339320
39.0762082204175;45.1340580355743;8.73321917145008
81.6140102875323;24.0904997120111;6.42029585085535
31.7427863655850;71.5045013296177;8.76993767979685
81.4539772900651;85.6182292006288;4.43633165102865
78.9073514938958;28.1507695118553;9.47010152731891
85.2263890343846;73.1050829723742;3.80831043785035
50.5636617571756;13.7762892519516;7.79629872130278
63.5661388861377;83.6722781749718;6.97627483342617
95.0894415378135;13.8601715742360;6.71475842227908
44.3964155018810;58.8209385389494;7.27192124227751
6.00188197794760;36.6156800454938;9.23649352447283
86.6749896999319;80.6759544661106;2.55011523757147
63.1188734269011;50.3780785776156;9.05419371827009
35.5073651878849;48.9594338723354;9.70721427959424
99.7003271606648;87.7048723385044;0.877410092214133
22.4171498983127;35.3141812938956;9.94774184694244
65.2451072968615;44.9443556571748;7.18929345904910
60.4990641908259;96.3530286843427;5.10243923549548
38.7245431483135;4.22977979145428;10.1099416288104
14.2187159290504;97.2958334140635;5.93601973181850
2.51349857102031;18.9206843122376;9.78747289471999
42.1112253765241;66.7120300040075;7.93423239493454
18.4100289427511;58.6439614678918;8.18407516641487
72.5775267469453;67.5112416405115;6.84575868870968
37.0362686515198;36.1022049194661;10.8387826874509
84.1560087468206;62.0278427071086;7.90331746261805
73.4229691193313;81.1150885100285;5.26510108076185
57.1025872824379;1.92574774141414;8.43146961799705
17.6855057625303;8.38735082828999;10.1709853878752
95.7384022595723;97.4801667184890;-1.20973841796838
26.5322036192920;65.1349532415353;7.99524375484126
92.4580895239601;23.1237816164352;5.87830484086207
22.3770404697041;40.3491143124590;8.77389325083115
37.3563807642645;12.2020518252130;10.1354092247485
8.75003495765857;26.8438821397283;8.79462975985345
64.0116548246715;25.7846170112605;9.35265120369175
18.0616887753108;33.1665238742629;10.5798809485508
4.50511074735742;15.2234012862946;11.0214857812411
72.3173479183095;34.8007659716114;7.91190926896809
34.7437645581790;12.1658454307726;10.4194108739435
66.0616824502904;88.4153057749660;6.42524118969096
38.3868601071971;9.42783900641461;9.80595574300454
62.7346502443467;93.0040626107489;4.17455955354046
2.16498146303065;39.9019969034556;11.5172366308862
91.0569988523029;4.74014620291507;4.45896068502445
80.0558656278811;34.2373503160740;6.90306035505616
74.5847484342721;73.5966158880164;7.82860940298166
81.3112813610761;79.4682157333805;3.64969300366891
38.3306318625529;54.4905898244672;8.25687860856040
61.7279232316449;68.6223462984041;5.62817037616712
57.5494859702814;89.3632695933602;5.98956756159362
53.0051704765016;5.47917899197324;7.28480406708493
27.5069755821935;30.3661379717016;8.92547762034829
24.8628959661970;4.61915563315478;10.5022874967327
45.1638770451973;19.5476763633798;9.52180685712744
22.7712826026548;72.0165802516526;8.90033361162532
80.4449583613070;72.1753273499297;5.07678732867739
98.6104241895970;87.7799071151527;1.47677581285401
2.99919502693899;58.2432964487410;7.91912790573051
53.5664190667238;7.06843353866500;9.58715156826576
8.70772199008924;92.2744570189092;5.24864836590885
80.2091440555804;80.0372092351107;4.96385508606813
98.9144909700340;28.5946856420363;5.32301259326085
6.69462583977501;54.3663232841362;9.99788804874911
93.9398361884535;98.4776236970610;-0.620951840585653
1.81775336366957;71.5678067126622;8.86095713212849
68.3838613746355;83.8969597330000;5.98210587647646
78.3736480083219;43.3260561007948;5.14762174776142
53.4137567882728;47.0624715606541;6.68949073085185
88.5359450931142;56.0713411044556;3.56382505488096
89.9004898906140;26.9091543530998;7.54304875874968
62.5937626080496;74.9018467641946;6.68486308292725
13.7868992412558;50.3887773460489;8.72726027568189
21.7801593712125;64.6809666272781;10.2274194115588
18.2141075890434;30.7745582030941;9.95486788673436
4.18198639729543;13.8724636078145;8.40101155944119
10.6941658550207;47.5572933797563;8.51757138012815
61.6443485085685;36.2459280818746;7.15200075964213
93.9661010161067;78.8113428398547;3.57637393504942
35.4455730967329;78.0295820844110;6.88092403426666
41.0629090059514;66.8512214253545;6.89645955863153
98.4349416984452;13.3503859661312;5.50202411288915
94.5579189035263;2.15558872034970;5.77908784891642
67.6644678433539;55.9840705872510;8.14359313335335
98.8302262313286;30.0819018069489;6.06722414064759
76.6831387216594;93.9409713873458;3.16940863663578
33.6699264391476;98.0903636046859;5.95409191702738
66.2381860399481;28.6620388894259;8.53916559107246
24.4165286790279;80.0820286951535;6.70382949029001
29.5507250831597;89.6111351432604;7.18118586082298
68.0178371230502;59.7526576817830;6.21044047597837
52.7846830418798;88.4016735723820;4.56208142932148
41.1593513407535;94.3731541195791;4.56032371013772
60.2638218036397;54.9158087419903;8.70162413792035
75.0520055923736;72.8386824594357;6.40507919294422
58.3533174261959;57.6758297858010;6.03195696132323
55.1792514935968;2.58574710831396;9.17766116884033
58.3570618757714;44.6530978284814;8.66491673062745
51.1819919958475;64.6301957350656;7.14829899086472
8.25927269986994;52.1202952672418;10.1731695671686
71.9570134859490;37.2312660779512;8.12721756162340
99.6156111296869;93.7134666341562;-0.386079564392176
35.4534304956922;82.9532824526515;6.50594071842405
97.1258815183406;84.9085479954455;2.08879226618386
34.6448761300360;37.2534239899540;10.3226405080266
88.6543861760306;59.3184575218490;5.61446750005515
45.4694864991908;87.2552564647559;5.95011083249198
41.3427289020815;93.3501608507105;6.66422993515190
21.7732068357300;66.8464274361376;7.70322263368872
12.5654587362626;20.6776457935105;10.0877773996361
30.8914593566815;65.3850592062588;9.88372306837254
72.6104431664832;7.20515512206499;8.25633923094729
78.2872072979123;40.6726915089364;6.40957633792644
69.3787614986897;66.6931533207499;8.37831767960359
0.980225226306208;93.3725659545930;6.49628915821167
84.3213338010510;81.0950032238265;4.03693128382591
92.2331997796276;48.4548271834990;4.67267872484277
77.0954220673925;75.6749210065512;5.24461510729642
